timestamp,entry,exit,pnl(%),direction,hit,balance,liquidated
1745508300000,93173.91,93284.33,0.27764354849976114,long,True,981.65,False
1745508360000,93220.88,93297.26,-0.27098349640139474,long,False,981.38,False
1745508420000,93181.14,93236.89,-0.6025544439572214,long,False,980.78,False
1745508480000,93158.24,93227.93,-0.3778770401847259,long,False,980.4,False
1745509320000,93236.89,93245.29,-1.3648603573114542,long,False,979.03,False
1745509380000,93227.93,93241.2,-1.2864910225937,long,False,977.75,False
1745509440000,93259.98,93202.51,-2.424351474233661,long,False,975.32,False
1745509500000,93242.16,93243.55,-1.4776388706568024,long,False,973.84,False
1745509620000,93248.54,93285.49,-0.9056207207102924,long,False,972.94,False
1745509680000,93238.51,93319.18,-0.20219933802033754,long,False,972.74,False
1745510160000,93251.23,93387.97,0.6995420328504822,long,True,973.44,False
1745510220000,93245.29,93409.76,1.1457636627008374,long,True,974.58,False
1745517780000,93070.69,93351.44,3.0247864821889685,long,True,977.61,False
1745517840000,93070.18,93342.55,2.8897519054977097,long,True,980.5,False
1745517900000,93138.11,93316.35,1.370575750356195,long,True,981.87,False
1745517960000,93149.96,93260.86,0.2858300744304264,long,True,982.15,False
1745518020000,93157.07,93285.71,0.5713403716969536,long,True,982.72,False
1745518200000,93142.27,93201.73,-0.5424326141075608,long,False,982.18,False
1745519520000,93201.01,93435.11,2.267663032836326,long,True,984.45,False
1745519580000,93202.7,93318.06,0.3565985749339973,long,True,984.81,False
1745519640000,93229.22,93326.06,0.05809519805051195,long,True,984.86,False
1745519700000,93194.48,93366.56,1.2696919388358903,long,True,986.13,False
1745519760000,93209.1,93428.57,2.0318976366041697,long,True,988.17,False
1745519820000,93238.39,93442.99,1.7915626277975065,long,True,989.96,False
1745519880000,93231.74,93438.8,1.8313762029969245,long,True,991.79,False
1745519940000,93229.89,93360.47,0.6009356548635058,long,True,992.39,False
1745520000000,93268.73,93362.64,0.010313263620135453,long,True,992.4,False
1745520060000,93238.17,93380.95,0.7970206300702628,long,True,993.2,False
1745520120000,93245.22,93388.3,0.8016729436640572,long,True,994.0,False
1745520180000,93274.02,93394.37,0.4354263920434316,long,True,994.43,False
1745520240000,93278.83,93380.0,0.12689647801111326,long,True,994.56,False
1745520300000,93261.86,93437.94,1.3320258678092267,long,True,995.89,False
1745520360000,93314.94,93413.81,0.08929534756163396,long,True,995.98,False
1745520480000,93318.06,93415.06,0.05918372070743859,long,True,996.04,False
1745521440000,93333.34,93299.97,-2.0363035331211012,long,False,994.01,False
1745521800000,93305.31,93424.64,0.4183795648929588,long,True,994.42,False
1745534220000,93532.47,93347.82,-4.4612710965506555,long,False,989.96,False
1745534280000,93548.85,93350.37,-4.682508390001756,long,False,985.28,False
1745534340000,93501.47,93316.99,-4.459525663072397,long,False,980.82,False
1745534400000,93460.24,93419.66,-2.151292999033628,long,False,978.67,False
1745534460000,93477.07,93423.93,-2.3527224911951232,long,False,976.32,False
1745534520000,93466.96,93422.69,-2.210464960024442,long,False,974.11,False
1745536380000,93529.69,93677.5,0.8705306838929596,long,True,974.98,False
1745559600000,93261.65,93228.89,-2.0269046816134195,long,False,972.95,False
1745559660000,93260.86,93222.74,-2.1131189440028004,long,False,970.84,False
1745559720000,93250.78,93217.4,-2.0369392084442293,long,False,968.8,False
1745559780000,93250.79,93211.56,-2.1310402303293507,long,False,966.67,False
1745559840000,93269.88,93206.05,-2.5265371843515037,long,False,964.14,False
1745559900000,93295.59,93225.1,-2.633333311895943,long,False,961.51,False
1745559960000,93278.92,93239.53,-2.1334228569541667,long,False,959.38,False
1745560020000,93281.24,93248.87,-2.020522668866911,long,False,957.35,False
1745560080000,93262.19,93211.43,-2.3164080213001,long,False,955.04,False
1745560140000,93289.39,93235.48,-2.366818831166173,long,False,952.67,False
1745560200000,93273.03,93235.48,-2.103872309069453,long,False,950.57,False
1745560260000,93262.17,93299.55,-0.8987916000667047,long,False,949.67,False
1745560320000,93262.17,93314.94,-0.6512635830797621,long,False,949.02,False
1745561580000,93350.8,93400.0,-0.7094336631288042,long,False,948.31,False
1745561640000,93329.01,93434.34,0.19288198814069318,long,True,948.5,False
1745561700000,93298.84,93429.58,0.6019553940864416,long,True,949.1,False
1745561820000,93305.25,93470.56,1.157567500221011,long,True,950.26,False
1745579220000,93822.99,93996.0,1.266006497980848,long,True,951.53,False
1745579280000,93857.16,94059.44,1.7327847976648585,long,True,953.26,False
1745579340000,93802.13,94085.63,3.0334791438104864,long,True,956.29,False
1745579400000,93804.67,94123.01,3.590471508507996,long,True,959.88,False
1745579460000,93838.33,94081.67,2.389775105758966,long,True,962.27,False
1745579520000,93846.71,94179.48,3.818833233471736,long,True,966.09,False
1745579580000,93900.0,94200.0,3.2923322683706067,long,True,969.38,False
1745579640000,94015.88,94190.0,1.2780413266353832,long,True,970.66,False
1745579700000,94094.08,94206.0,0.2841717566078268,long,True,970.95,False
1745579760000,94020.86,94206.77,1.4659907386510314,long,True,972.41,False
1745579820000,93979.38,94207.04,2.1336694283361246,long,True,974.55,False
1745579880000,94029.79,94253.81,2.073654689646825,long,True,976.62,False
1745579940000,94008.66,94221.56,1.8970274653419297,long,True,978.52,False
1745580000000,93991.24,94218.47,2.126348583123213,long,True,980.64,False
1745580060000,93989.21,94191.12,1.7223379683687456,long,True,982.37,False
1745580120000,93996.0,94156.49,1.0611196221116626,long,True,983.43,False
1745580180000,94059.44,94104.77,-0.77710605123736,long,False,982.65,False
1745580240000,94085.63,94153.09,-0.4244903817938216,long,False,982.22,False
1745580300000,94123.01,94265.99,0.7786139117312094,long,True,983.0,False
1745580360000,94081.67,94234.91,0.943196427104322,long,True,983.95,False
1745580420000,94179.48,94243.41,-0.48178456708391953,long,False,983.46,False
1745580480000,94200.0,94274.12,-0.31974522293001056,long,False,983.15,False
1745580540000,94190.0,94243.74,-0.6441766641893208,long,False,982.5,False
1745580600000,94206.0,94272.95,-0.4339850964907158,long,False,982.07,False
1745580660000,94206.77,94280.0,-0.3340009958945213,long,False,981.73,False
1745580720000,94207.04,94269.43,-0.5066029035622058,long,False,981.23,False
1745580840000,94221.56,94343.7,0.4444594209647892,long,True,981.67,False
1745580900000,94218.47,94363.65,0.8113302519133405,long,True,982.48,False
1745580960000,94191.12,94351.28,1.0505589061899385,long,True,983.53,False
1745581020000,94156.49,94380.96,2.076014781349663,long,True,985.61,False
1745581080000,94104.77,94360.02,2.568603536250075,long,True,988.18,False
1745581140000,94153.09,94370.67,1.9663758778389815,long,True,990.14,False
1745581200000,94265.99,94398.86,0.6142832107316012,long,True,990.76,False
1745581260000,94234.91,94390.54,0.9772666520293292,long,True,991.74,False
1745581320000,94243.41,94415.53,1.2395018919624514,long,True,992.97,False
1745581380000,94274.12,94591.19,3.544915826315966,long,True,996.52,False
1745581440000,94243.74,94635.67,4.738027056226647,long,True,1001.26,False
1745581500000,94272.95,94701.19,5.313831539163756,long,True,1006.57,False
1745581560000,94280.0,94574.67,3.188215952481941,long,True,1009.76,False
1745581620000,94269.43,94652.18,4.590256406557248,long,True,1014.35,False
1745581680000,94305.27,94695.59,4.708348695677227,long,True,1019.06,False
1745581740000,94343.7,94648.49,3.345951557973794,long,True,1022.4,False
1745581800000,94363.65,94565.22,1.7041469358170276,long,True,1024.11,False
1745581860000,94351.28,94620.14,2.7743458276347797,long,True,1026.88,False
1745588820000,94502.44,94518.62,-1.2431812342624222,long,False,1025.64,False
1745588880000,94571.5,94456.75,-3.320051495429384,long,False,1022.32,False
1745588940000,94602.09,94539.04,-2.4997136426901814,long,False,1019.82,False
1745589000000,94614.76,94578.41,-2.076284292218116,long,False,1017.74,False
1745589060000,94585.59,94735.51,0.8775291775417099,long,True,1018.62,False
1745589300000,94466.57,94884.75,5.140126766537511,long,True,1023.76,False
1745589360000,94520.0,94905.17,4.612515869657188,long,True,1028.37,False
1745589420000,94429.95,95110.42,9.309123588437798,long,True,1037.68,False
1745589480000,94485.81,95114.75,8.484673889126881,long,True,1046.17,False
1745589600000,94512.0,95063.31,7.249841289994884,long,True,1053.42,False
1745589660000,94546.41,95159.98,8.234425664602059,long,True,1061.65,False
1745589720000,94518.62,95213.09,9.52116175627619,long,True,1071.17,False
1745589780000,94456.75,95100.7,8.726108774650786,long,True,1079.9,False
1745589840000,94539.04,95190.44,8.835412756465615,long,True,1088.73,False
1745589900000,94578.41,95060.01,6.13810683643325,long,True,1094.87,False
1745589960000,94735.51,94932.16,1.6136687816428403,long,True,1096.49,False
1745590020000,94789.2,94682.09,-3.194971579040659,long,False,1093.29,False
1745590080000,94799.99,94780.0,-1.8162975017192284,long,False,1091.47,False
1745590140000,94771.25,94847.52,-0.2928301040663058,long,False,1091.18,False
1745590200000,94884.75,94756.67,-3.524772157801993,long,False,1087.66,False
1745590260000,94905.17,94666.59,-5.270816700502224,long,False,1082.39,False
1745590920000,94682.09,94845.59,1.0902470044757147,long,True,1083.48,False
1745590980000,94780.0,94875.59,0.012819160160316177,long,True,1083.49,False
1745591040000,94847.52,94895.51,-0.741044995167127,long,False,1082.75,False
1745591100000,94756.67,94910.43,0.9340239056521523,long,True,1083.68,False
1745591160000,94666.59,94895.1,2.1207599745592822,long,True,1085.8,False
1745591220000,94620.0,94923.3,3.3081800887762034,long,True,1089.11,False
1745591340000,94680.8,95265.65,7.765606120776197,long,True,1096.88,False
1745591400000,94710.01,95279.2,7.514728221441467,long,True,1104.39,False
1745591520000,94710.01,95493.02,10.90117068934967,long,True,1115.29,False
1745591580000,94805.69,95550.0,10.27635013257112,long,True,1125.57,False
1745591700000,94815.0,95473.0,8.909745293466223,long,True,1134.48,False
1745591760000,94764.0,95307.86,7.108648853995198,long,True,1141.59,False
1745702940000,94228.85,94345.09,0.35038870791680055,long,True,1141.94,False
1745703000000,94226.97,94331.65,0.1664018804806045,long,True,1142.1,False
1745703060000,94226.97,94357.5,0.5779082676647486,long,True,1142.68,False
1745703120000,94226.97,94332.51,0.1800922283714567,long,True,1142.86,False
1745703420000,94276.6,94335.02,-0.5705010575264978,long,False,1142.29,False
1745704020000,94332.51,94458.0,0.49544144431233567,long,True,1142.79,False
1745704080000,94332.52,94437.93,0.17614519361916134,long,True,1142.96,False
1745704140000,94322.73,94448.01,0.4923087467887989,long,True,1143.46,False
1745704200000,94322.73,94420.0,0.04686998563343224,long,True,1143.5,False
1745704260000,94301.14,94433.19,0.6004518078997175,long,True,1144.1,False
1745704320000,94335.02,94489.99,0.9641432206194659,long,True,1145.07,False
1745704380000,94335.02,94577.99,2.3634114881197013,long,True,1147.43,False
1745704440000,94347.39,94562.45,1.9191724858525128,long,True,1149.35,False
1745704500000,94324.67,94496.5,1.2325301005559057,long,True,1150.58,False
1745704560000,94324.67,94499.24,1.2761030067744787,long,True,1151.86,False
1745704620000,94346.13,94520.95,1.2794462793544221,long,True,1153.14,False
1745704680000,94345.96,94501.81,0.9778485480457975,long,True,1154.12,False
1745806080000,93233.46,93295.97,-0.4942988279101502,long,False,1153.62,False
1745806140000,93177.01,93365.98,1.5421130705954371,long,True,1155.16,False
1745806200000,93112.52,93340.78,2.177163930264073,long,True,1157.34,False
1745806260000,93096.02,93414.76,3.6356653055628585,long,True,1160.98,False
1745806320000,93130.44,93399.99,2.841491353417898,long,True,1163.82,False
1745806380000,93049.37,93326.14,2.961663738292974,long,True,1166.78,False
1745806440000,93065.41,93378.42,3.5450000703805222,long,True,1170.32,False
1745806500000,93158.84,93413.83,2.60572952604399,long,True,1172.93,False
1745806560000,93182.1,93430.0,2.490573296802618,long,True,1175.42,False
1745806620000,93160.0,93550.01,4.779680120223187,long,True,1180.2,False
1745806680000,93258.98,93515.45,2.6251255375085782,long,True,1182.83,False
1745806740000,93260.86,93496.25,2.285993395300012,long,True,1185.11,False
1745806800000,93287.16,93476.72,1.548007893047623,long,True,1186.66,False
1745806860000,93251.17,93451.31,1.7193697945023008,long,True,1188.38,False
1745806920000,93270.82,93429.0,1.0438824275372458,long,True,1189.42,False
1745806980000,93295.97,93428.58,0.6320856624353748,long,True,1190.06,False
1745807040000,93365.98,93458.71,-0.010217533195541837,long,False,1190.04,False
1745807100000,93340.78,93470.85,0.5902439426798285,long,True,1190.64,False
1745807160000,93414.76,93501.9,-0.10075645433335015,long,False,1190.53,False
1745807220000,93399.99,93432.49,-0.9780513359798005,long,False,1189.56,False
1745807280000,93326.14,93416.67,-0.04494142798578998,long,False,1189.51,False
1745807340000,93378.42,93470.44,-0.021821208797427584,long,False,1189.49,False
1745807400000,93413.83,93534.7,0.44087963206297187,long,True,1189.93,False
1745807460000,93430.0,93557.99,0.5548539013165779,long,True,1190.49,False
1745807640000,93496.25,93539.05,-0.8133414441755219,long,False,1189.67,False
1745807700000,93476.72,93574.99,0.07691669112915066,long,True,1189.75,False
1745807760000,93451.31,93565.22,0.32838528427268976,long,True,1190.08,False
1745807820000,93429.0,93565.21,0.6868477667534664,long,True,1190.76,False
1745807880000,93428.58,93588.27,1.0638300400156302,long,True,1191.83,False
1745807940000,93458.71,93580.97,0.4622569153799802,long,True,1192.29,False
1745808000000,93470.85,93547.58,-0.2686535427890741,long,False,1192.02,False
1745808060000,93501.9,93550.03,-0.7278766527738262,long,False,1191.29,False
1745808120000,93432.49,93570.86,0.7214435256942527,long,True,1192.02,False
1745808180000,93416.67,93586.2,1.2221586896642564,long,True,1193.24,False
1745808240000,93470.44,93621.64,0.9264355661532739,long,True,1194.16,False
1745808300000,93534.7,93608.7,-0.31327464566626073,long,False,1193.85,False
1745808360000,93557.99,93615.31,-0.5809977854377949,long,False,1193.27,False
1745808420000,93521.74,93607.91,-0.11791493614214871,long,False,1193.15,False
1745808480000,93565.22,93548.0,-1.7760641186971156,long,False,1191.38,False
1745808540000,93539.05,93526.2,-1.7060636707344017,long,False,1189.67,False
1745808600000,93574.99,93500.01,-2.7019237191477736,long,False,1186.97,False
1745808660000,93565.22,93539.24,-1.9165009177554855,long,False,1185.05,False
1745808720000,93565.21,93486.62,-2.7599234266669908,long,False,1182.29,False
1745808900000,93547.58,93508.1,-2.1330468409764727,long,False,1180.16,False
1745808960000,93550.03,93539.29,-1.672207320510831,long,False,1178.49,False
1745809020000,93570.86,93597.0,-1.0809592858289523,long,False,1177.4,False
1745809380000,93548.0,93735.26,1.5026296660537062,long,True,1178.91,False
1745809440000,93526.2,93761.16,2.268355819011246,long,True,1181.18,False
1745809500000,93500.01,93769.54,2.8240102327261596,long,True,1184.0,False
1745809560000,93539.24,93738.29,1.6919759023056262,long,True,1185.69,False
1745809620000,93486.62,93712.11,2.1180043732462233,long,True,1187.81,False
1745809680000,93491.99,93762.4,2.838500014813926,long,True,1190.65,False
1745809740000,93499.45,93806.16,3.420510227600372,long,True,1194.07,False
1745809800000,93508.1,93740.5,2.228019283890821,long,True,1196.3,False
1745809860000,93539.29,93774.02,2.2641401810941235,long,True,1198.56,False
1745809920000,93597.0,93749.36,0.9417449277220517,long,True,1199.5,False
1745809980000,93565.22,93786.28,2.043945068477331,long,True,1201.55,False
1745810040000,93589.66,93731.37,0.7712444943168696,long,True,1202.32,False
1745810940000,93731.37,93872.53,0.7590089102507009,long,True,1203.08,False
1745811000000,93749.0,93858.0,0.2440186028650973,long,True,1203.32,False
1745811300000,93796.16,93840.89,-0.7846722083292761,long,False,1202.54,False
1745811720000,93751.0,93875.52,0.49229874881341124,long,True,1203.03,False
1745819340000,94149.99,94345.18,1.6097719712979432,long,True,1204.64,False
1745863560000,93985.05,93851.05,-3.6386380067893773,long,False,1201.0,False
1745863620000,93987.6,93872.14,-3.342689886751121,long,False,1197.66,False
1745863680000,93999.43,93918.2,-2.7962312643810066,long,False,1194.86,False
1745863740000,93917.29,93926.25,-1.3568953597361082,long,False,1193.5,False
1745863800000,93839.99,93922.89,-0.17487198155081587,long,False,1193.33,False
1745864880000,93909.85,93992.89,-0.17362156365929252,long,False,1193.16,False
1745865060000,93940.93,94043.48,0.13746516028747408,long,True,1193.29,False
1745865120000,93928.81,94104.5,1.305688691254616,long,True,1194.6,False
1745865600000,94046.53,94187.44,0.7474513413733098,long,True,1195.35,False
1745865660000,94009.89,94194.31,1.4425627452600716,long,True,1196.79,False
1745865720000,94001.89,94221.99,2.0121634256503644,long,True,1198.8,False
1745865780000,93992.89,94194.0,1.7094448846077703,long,True,1200.51,False
1745865840000,93992.89,94175.89,1.4204336625887342,long,True,1201.93,False
1745865900000,94000.01,94160.62,1.0629252592632796,long,True,1202.99,False
1745865960000,94043.48,94259.79,1.9501594368902182,long,True,1204.94,False
1745866020000,94104.5,94475.88,4.41969565748723,long,True,1209.36,False
1745866080000,94111.99,94573.99,5.8635675964348435,long,True,1215.23,False
1745866140000,94125.0,94594.5,5.98207171314741,long,True,1221.21,False
1745866200000,94141.16,94592.94,5.698445398378331,long,True,1226.91,False
1745866260000,94170.58,94543.35,4.437682448170182,long,True,1231.35,False
1745866320000,94199.99,94511.19,3.455414538791305,long,True,1234.8,False
1745866380000,94156.09,94460.0,3.341588048101883,long,True,1238.14,False
1745866440000,94179.8,94452.55,2.844084400264175,long,True,1240.99,False
1745866500000,94187.44,94419.71,2.199060086992555,long,True,1243.19,False
1745866560000,94194.31,94423.04,2.142417466617611,long,True,1245.33,False
1745866620000,94221.99,94412.5,1.5328907296480594,long,True,1246.86,False
1745866680000,94194.0,94421.89,2.129052805911195,long,True,1248.99,False
1745866740000,94175.89,94433.62,2.6050315531925836,long,True,1251.59,False
1745866800000,94160.62,94500.28,3.9108607186316875,long,True,1255.51,False
1745866860000,94259.79,94585.95,3.69033619743907,long,True,1259.2,False
1745878680000,94542.63,94600.0,-0.589775691664247,long,False,1258.61,False
1745878740000,94515.07,94604.86,-0.07498915252360944,long,False,1258.53,False
1745878800000,94480.0,94605.0,0.48454699407281954,long,True,1259.02,False
1745878860000,94481.68,94604.5,0.44990182223697217,long,True,1259.47,False
1745878920000,94507.0,94687.18,1.3597881638396048,long,True,1260.83,False
1745878980000,94511.99,94670.7,1.0188867571192581,long,True,1261.84,False
1745879040000,94544.01,94653.59,0.2385554092745021,long,True,1262.08,False
1745879100000,94565.21,94663.05,0.05194494888759551,long,True,1262.13,False
1745879160000,94520.92,94616.01,0.009031016625682117,long,True,1262.14,False
1745879220000,94511.5,94610.62,0.07314189278546013,long,True,1262.22,False
1745879280000,94503.25,94623.8,0.41342625782715803,long,True,1262.63,False
1745879340000,94518.15,94623.8,0.17666210140605906,long,True,1262.81,False
1745879400000,94505.82,94648.75,0.7685904423662955,long,True,1263.58,False
1745879520000,94502.71,94727.5,2.067992917874952,long,True,1265.64,False
1745879580000,94600.0,94748.95,0.8617864693445627,long,True,1266.51,False
1745879640000,94604.86,94769.2,1.1056800887395715,long,True,1267.61,False
1745879700000,94605.0,94818.86,1.8908355795148337,long,True,1269.5,False
1745879760000,94604.5,94824.32,1.9853521766936089,long,True,1271.49,False
1745879880000,94670.7,94868.96,1.6413098244759359,long,True,1273.13,False
1745879940000,94653.59,94869.42,1.9203140102768699,long,True,1275.05,False
1745880000000,94663.05,94828.7,1.1248361953263841,long,True,1276.17,False
1745880060000,94616.01,94858.41,2.3429014286272807,long,True,1278.52,False
1745880120000,94610.62,94800.09,1.5039439547061602,long,True,1280.02,False
1745880180000,94623.8,94821.33,1.6312946637103798,long,True,1281.65,False
1745880240000,94623.8,94809.52,1.444079607878797,long,True,1283.1,False
1745880300000,94648.75,94824.22,1.2808608143266738,long,True,1284.38,False
1745970360000,94133.65,94320.56,1.4783717087354549,long,True,1285.86,False
1745970420000,94190.06,94251.49,-0.5217120575142288,long,False,1285.33,False
1746024600000,93694.0,93899.12,1.7838815719255554,long,True,1287.12,False
1746042720000,94058.22,94374.99,3.5517115888436557,long,True,1290.67,False
1746042780000,94055.78,94436.75,4.575703162527617,long,True,1295.24,False
1746042840000,94058.65,94424.43,4.333275302165173,long,True,1299.58,False
1746042900000,94160.34,94458.06,3.242761124269536,long,True,1302.82,False
1746042960000,94232.14,94479.99,2.4453099547565063,long,True,1305.27,False
1746043020000,94215.81,94534.99,3.5816312039350016,long,True,1308.85,False
1746043080000,94147.35,94635.49,6.27727679005303,long,True,1315.13,False
1746043140000,94152.01,94638.6,6.252197749150726,long,True,1321.38,False
1746043200000,94190.17,94570.01,4.549038875288099,long,True,1325.93,False
1746043260000,94235.4,94575.97,3.9210519613649493,long,True,1329.85,False
1746058980000,94251.33,94260.87,-1.3481719037811946,long,False,1328.5,False
1746059040000,94266.48,94256.65,-1.6564182729640764,long,False,1326.84,False
1746059280000,94276.01,94294.39,-1.20756081000875,long,False,1325.64,False
1746059400000,94264.33,94304.34,-0.8633328746940423,long,False,1324.77,False
1746059520000,94256.02,94359.99,0.15458927716236825,long,True,1324.93,False
1746059640000,94266.28,94382.28,0.3458350112044308,long,True,1325.27,False
1746059760000,94271.0,94379.99,0.2342024588686643,long,True,1325.51,False
1746059880000,94260.87,94391.62,0.5806618907718548,long,True,1326.09,False
1746059940000,94256.65,94387.23,0.5780496654612978,long,True,1326.67,False
1746060000000,94280.0,94345.03,-0.4653691132796113,long,False,1326.2,False
1746060060000,94284.7,94328.73,-0.799515191754354,long,False,1325.4,False
1746090600000,95140.18,95325.08,1.4151721176059695,long,True,1326.82,False
1746090660000,95152.65,95300.01,0.8230041412404269,long,True,1327.64,False
1746091140000,95215.0,95439.99,2.0444520296172644,long,True,1329.68,False
